#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-12-07T20:02:09 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-07T20:02:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_RAJ,_DEJ&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/50/catalog&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=B-V&-out=SpType&-out=NoteFlag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	NoteFlag	(A1)	[*] a star indicates that there is a note (see file notes)	[ucd=meta.note]
_RAJ2000|_DEJ2000|HR|Name|HD|ADS|VarID|RAJ2000|DEJ2000|Vmag|B-V|SpType|NoteFlag
          |          | 182| M 31  And|      |     |S And    |          |         |     |     |                    |*
010.443333|-56.501667| 183|   Xi  Phe|  3980|     |Xi  Phe  |00 41 46.4|-56 30 06| 5.70| 0.20|  ApSrEuCr          |*
010.867083|+47.024722| 184| 20Pi  Cas|  4058|     |  268    |00 43 28.1|+47 01 29| 4.94| 0.18|  A5V               |*
010.678750|-38.463333| 185|   Lam1Scl|  4065|     |         |00 42 42.9|-38 27 48| 6.06|-0.03|  A0V               |*
010.674167|-60.262500| 186|          |  4088|     |         |00 42 41.8|-60 15 45| 5.98| 1.32|  K5III             |*
010.618333|-65.468056| 187|   Rho Tuc|  4089|     |         |00 42 28.4|-65 28 05| 5.39| 0.50|  F6V               |*
010.897500|-17.986667| 188| 16Bet Cet|  4128|     |  272    |00 43 35.4|-17 59 12| 2.04| 1.02|  G9.5IIICH-1       |*
011.110000|+47.864167| 189|          |  4142|     |         |00 44 26.4|+47 51 51| 5.67|-0.12|  B5V               |*
010.959167|-12.011667| 190|          |  4145|     |         |00 43 50.2|-12 00 42| 6.02| 1.10|  K2III-IV          |
010.838333|-57.463056| 191|   Eta Phe|  4150|     |         |00 43 21.2|-57 27 47| 4.36| 0.00|  A0IV              |
011.412500|+74.988056| 192| 21    Cas|  4161|  624|YZ Cas   |00 45 39.0|+74 59 17| 5.66| 0.05|  A2IV              |*
011.181250|+48.284444| 193| 22Omi Cas|  4180|  622|Omi Cas  |00 44 43.5|+48 17 04| 4.54|-0.07|  B5IIIe            |*
011.047500|-10.609444| 194| 17Phi1Cet|  4188|     |  278    |00 44 11.4|-10 36 34| 4.76| 1.01|  K0III             |*
011.050417|-38.421667| 195|   Lam2Scl|  4211|     |         |00 44 12.1|-38 25 18| 5.90| 1.16|  K1III             |
011.321667|+55.221667| 196|          |  4222|  625|         |00 45 17.2|+55 13 18| 5.42| 0.04|  A2V s             |*
011.185000|-22.006111| 197|          |  4247|     |         |00 44 44.4|-22 00 22| 5.24| 0.33|  F1III-IV          |
011.237917|-42.676667| 198|          |  4293|     |         |00 44 57.1|-42 40 36| 5.94| 0.28|  F0V               |
011.134583|-62.497778| 199|          |  4294|     |         |00 44 32.3|-62 29 52| 6.07| 0.44|  F5III-IV          |*
011.662500|+69.325000| 200|          |  4295|     |         |00 46 39.0|+69 19 30| 6.33|     |  F3V               |
011.350417| -4.629167| 201|          |  4301|     |         |00 45 24.1|-04 37 45| 6.15| 1.62|  M0III             |
011.250000|-53.715000| 202|          |  4304|     |         |00 45 00.0|-53 42 54| 6.15| 0.53|  F7III             |
011.369583|-12.880833| 203| 18    Cet|  4307|     |         |00 45 28.7|-12 52 51| 6.15| 0.61|  G0V               |*
011.562917|+55.305278| 204|          |  4321|     |         |00 46 15.1|+55 18 19| 6.52|     |  A2III             |
011.545417|+44.861389| 205|          |  4335|     |         |00 46 10.9|+44 51 41| 6.05|-0.07|  B9.5IIIpHgMnCr    |*
011.423750|-16.424167| 206|          |  4338|  636|         |00 45 41.7|-16 25 27| 6.47| 0.31|  F1IVn             |
011.676667|+59.574444| 207|          |  4362|     |         |00 46 42.4|+59 34 28| 6.39| 1.09|  G0Ib              |
011.942083|+74.847500| 208| 23    Cas|  4382|     |         |00 47 46.1|+74 50 51| 5.41|-0.08|  B8III             |*
011.440000|-47.551667| 209|          |  4391|     |         |00 45 45.6|-47 33 06| 5.80| 0.64|  G1V               |
011.549167|-22.521944| 210|          |  4398|     |         |00 46 11.8|-22 31 19| 5.50| 0.98|  G3V               |*
011.637500|+15.475556| 211| 57    Psc|  4408|     |  293    |00 46 33.0|+15 28 32| 5.38| 1.65|  M4IIIa            |*
012.037917|+72.675000| 212|          |  4440|     |         |00 48 09.1|+72 40 30| 5.87| 1.01|  K0IV              |
011.756250|+11.973889| 213| 58    Psc|  4482|     |         |00 47 01.5|+11 58 26| 5.50| 0.97|  G8II              |
011.806667|+19.578889| 214| 59    Psc|  4490|     |XX Psc   |00 47 13.6|+19 34 44| 6.13| 0.27|  F0Vn              |*
011.834583|+24.267222| 215| 34Zet And|  4502|     |Zet And  |00 47 20.3|+24 16 02| 4.06| 1.12|  K1IIe             |*
011.848333| +6.740833| 216| 60    Psc|  4526|     |         |00 47 23.6|+06 44 27| 5.99| 0.94|  G8III             |
011.978333|+20.925278| 217| 61    Psc|  4568|     |         |00 47 54.8|+20 55 31| 6.54| 0.50|  F8V               |*
011.930417|-18.061389| 218|          |  4585|     |         |00 47 43.3|-18 03 41| 5.70| 1.30|  K3III             |
012.275000|+57.815833| 219| 24Eta Cas|  4614|  671|         |00 49 06.0|+57 48 57| 3.44| 0.57|  F9V+dM0           |*
012.004583|-21.722500| 220|          |  4622|     |         |00 48 01.1|-21 43 21| 5.57|-0.06|  B9V               |
012.072500| +7.300000| 221| 62    Psc|  4627|     |         |00 48 17.4|+07 18 00| 5.93| 1.10|  G8III             |
012.095833| +5.280556| 222|          |  4628|     |         |00 48 23.0|+05 16 50| 5.75| 0.88|  K2V               |
012.208750|+50.968333| 223| 25Nu  Cas|  4636|     |  302    |00 48 50.1|+50 58 06| 4.89|-0.11|  B9III             |
012.170833| +7.585000| 224| 63Del Psc|  4656|     |         |00 48 41.0|+07 35 06| 4.43| 1.50|  K4IIIb            |*
012.244583|+16.940556| 225| 64    Psc|  4676|     |         |00 48 58.7|+16 56 26| 5.07| 0.51|  F8V               |*
012.453333|+41.078889| 226| 35Nu  And|  4727|     |         |00 49 48.8|+41 04 44| 4.53|-0.15|  B5V+F8V           |*
012.356667|-13.561389| 227|          |  4730|  680|         |00 49 25.6|-13 33 41| 5.59| 1.30|  K5III             |*
012.307917|-24.136389| 228|          |  4732|  679|         |00 49 13.9|-24 08 11| 5.90| 0.95|  K2III             |
012.236250|-46.697778| 229|          |  4737|     |         |00 48 56.7|-46 41 52| 6.27| 0.90|  G8III             |
012.470000|+27.710833| 230| 65    Psc|  4757|  683|         |00 49 52.8|+27 42 39| 7.00| 0.36|  F4III             |*
012.471667|+27.710278| 231| 65    Psc|  4758|  683|         |00 49 53.2|+27 42 37| 7.10|     |  F5III             |*
012.389167|-23.361667| 232|          |  4772|     |         |00 49 33.4|-23 21 42| 6.28| 0.13|  A3V               |
012.681667|+64.247500| 233|          |  4775|     |  317    |00 50 43.6|+64 14 51| 5.39| 0.49|  G0III-IV+B9.5V    |*
012.576250|+45.002222| 234|          |  4778|     |GO And   |00 50 18.3|+45 00 08| 6.15| 0.01|  A0pCr             |*
012.531667|-10.644444| 235| 19Phi2Cet|  4813|     |  316    |00 50 07.6|-10 38 40| 5.19| 0.50|  F7IV-V            |*
012.147500|-74.923333| 236|   Lam Hyi|  4815|     |         |00 48 35.4|-74 55 24| 5.07| 1.37|  K5III             |
012.818333|+61.805833| 237|          |  4817|     |  319    |00 51 16.4|+61 48 21| 6.07| 1.88|  K2Ib-IICN-2       |*
012.739167|+51.508056| 238|          |  4818|     |V526 Cas |00 50 57.4|+51 30 29| 6.39| 0.28|  F2IV              |*
012.515417|-43.394722| 239|          |  4849|     |AZ Phe   |00 50 03.7|-43 23 41| 6.48| 0.29|  A9-F0III          |*
013.721250|+83.707222| 240|          |  4853|     |         |00 54 53.1|+83 42 26| 5.62| 0.09|  A4V               |
012.890417|+51.571111| 241|          |  4881|     |         |00 51 33.7|+51 34 16| 6.21|     |  B9.5V             |
012.671667|-50.986944| 242|   Rho Phe|  4919|     |Rho Phe  |00 50 41.2|-50 59 13| 5.22| 0.36|  F2III             |*
012.826250| +3.385000| 243|          |  4928|     |         |00 51 18.3|+03 23 06| 6.37| 1.07|  K0III             |*
013.267083|+61.124167| 244|          |  5015|  721|         |00 53 04.1|+61 07 27| 4.82| 0.53|  F8V               |*
012.967083|-43.709167| 245|          |  5042|     |         |00 51 52.1|-43 42 33| 6.90| 0.35|  F2V+F5V           |*
013.222500|+38.548611| 246|          |  5066|     |         |00 52 53.4|+38 32 55| 6.69| 0.02|  A2V               |
013.169167|-24.005833| 247|          |  5098|  726|         |00 52 40.6|-24 00 21| 5.46| 1.24|  K2III             |*
013.252083| -1.144167| 248| 20    Cet|  5112|     |         |00 53 00.5|-01 08 39| 4.77| 1.57|  M0III             |
013.367500|+37.418056| 249|          |  5118|     |         |00 53 28.2|+37 25 05| 6.06| 1.14| gK3                |
013.448333|+52.689167| 250|          |  5128|  735|         |00 53 47.6|+52 41 21| 6.27| 0.19|  A5m               |*
013.301667|-24.776944| 251|          |  5156|  733|         |00 53 12.4|-24 46 37| 6.46| 0.44|  F6IV-V            |*
013.101250|-69.504444| 252|   Lam1Tuc|  5190|     |  334    |00 52 24.3|-69 30 16| 6.22| 0.56|  F7IV-V            |
013.750417|+58.972778| 253| 26Ups1Cas|  5234|  748|         |00 55 00.1|+58 58 22| 4.83| 1.21|  K2III             |*
013.646667|+19.188333| 254| 66    Psc|  5267|  746|         |00 54 35.2|+19 11 18| 5.74|-0.01|  A1VN              |*
013.573333| -8.740833| 255| 21    Cet|  5268|     |         |00 54 17.6|-08 44 27| 6.16| 0.92|  G5IV              |
013.771667|+48.678611| 256|          |  5273|     |         |00 55 05.2|+48 40 43| 6.27| 1.68|  M2.5IIIa          |
013.407917|-62.871389| 257|          |  5276|     |BQ Tuc   |00 53 37.9|-62 52 17| 5.70| 1.56|  M4III             |*
013.741667|+23.628333| 258| 36    And|  5286|  755|  343    |00 54 58.0|+23 37 42| 5.47| 1.00|  K1IV              |*
013.811250|+24.556944| 259|          |  5316|     |  346    |00 55 14.7|+24 33 25| 6.20| 1.62|  M4IIIab           |
014.053750|+57.996667| 260|          |  5343|     |         |00 56 12.9|+57 59 48| 6.21| 1.37|  K3III             |
014.231667|+68.776111| 261|          |  5357|     |         |00 56 55.6|+68 46 34| 6.37| 0.38|  F4III             |
013.993750|+27.209444| 262| 67    Psc|  5382|     |         |00 55 58.5|+27 12 34| 6.09| 0.14|  A5IV              |
013.926667| -7.347222| 263|          |  5384|     |         |00 55 42.4|-07 20 50| 5.85| 1.52|  K5III             |*
014.177083|+60.716667| 264| 27Gam Cas|  5394|  782|Gam Cas  |00 56 42.5|+60 43 00| 2.47|-0.15|  B0IVe             |*
014.165833|+59.181111| 265| 28Ups2Cas|  5395|     |         |00 56 39.8|+59 10 52| 4.63| 0.96|  G8IIIbFe-0.5      |*
014.196250|+60.362778| 266|          |  5408|  784|         |00 56 47.1|+60 21 46| 5.55|-0.07|  B9IVn             |*
014.006250|-11.266667| 267| 22Phi3Cet|  5437|     |         |00 56 01.5|-11 16 00| 5.31| 1.52|  K4III             |
013.981250|-27.775556| 268|          |  5445|     |         |00 55 55.5|-27 46 32| 6.10| 1.67|  M0III             |
014.188333|+38.499444| 269| 37Mu  And|  5448|  788|         |00 56 45.2|+38 29 58| 3.87| 0.13|  A5V               |*
013.751250|-69.526944| 270|   Lam2Tuc|  5457|     |         |00 55 00.3|-69 31 37| 5.45| 1.09|  K2III             |
014.301667|+23.417500| 271| 38Eta And|  5516|     |         |00 57 12.4|+23 25 03| 4.42| 0.94|  G8IIIb            |*
014.415417|+45.839722| 272|          |  5526|     |         |00 57 39.7|+45 50 23| 6.12| 1.02|  K2III             |
014.629583|+66.352222| 273|          |  5550|     |         |00 58 31.1|+66 21 08| 5.97|-0.02|  A0III             |
014.459167|+28.992222| 274| 68    Psc|  5575|     |         |00 57 50.2|+28 59 32| 5.42| 1.08| gG6                |
014.559167|+33.950833| 275|          |  5608|     |         |00 58 14.2|+33 57 03| 5.98| 1.00|  K0                |
014.477083|+13.695833| 276|          |  5612|     |         |00 57 54.5|+13 41 45| 6.32| 0.89|  G8III             |*
014.578750|+21.404444| 277|          |  5641|  805|         |00 58 18.9|+21 24 16| 6.37| 0.09|  A2V               |*
015.129167|+70.983056| 278|          |  5715|     |         |01 00 31.0|+70 58 59| 6.39| 0.13|  A4IV              |*
014.682917|-11.380000| 279| 23Phi4Cet|  5722|     |         |00 58 43.9|-11 22 48| 5.61| 0.97|  G7III             |
014.651667|-29.357500| 280|   Alp Scl|  5737|     |  359    |00 58 36.4|-29 21 27| 4.31|-0.16|  B7IIIp            |*
014.593333|-60.696389| 281|          |  5771|     |         |00 58 22.4|-60 41 47| 6.23| 0.10|  Am                |
015.014167|+44.711111| 282|          |  5788|  824|         |01 00 03.4|+44 42 40| 6.84|     |  A2Vn              |*
015.015000|+44.713333| 283|          |  5789|  824|         |01 00 03.6|+44 42 48| 6.04|-0.01|  B9.5Vn            |*
014.957083| +6.483056| 284|          |  5820|     |WW Psc   |00 59 49.7|+06 28 59| 6.11| 1.67|  M2III             |*
017.186250|+86.256944| 285|          |  5848|     |         |01 08 44.7|+86 15 25| 4.25| 1.21|  K2II-III          |*
023.460000|+89.015556| 286|          |  5914|     |         |01 33 50.4|+89 00 56| 6.46| 0.11|  A3V               |
015.576667|+51.035000| 287|          |  6028|     |         |01 02 18.4|+51 02 06| 6.47|     |  A3V               |
015.326250|-38.916667| 288|   Xi  Scl|  6055|     |         |01 01 18.3|-38 55 00| 5.59| 1.18|  K0III             |
015.756250|+47.376111| 289|          |  6114|  862|         |01 03 01.5|+47 22 34| 6.45| 0.25|  A9IV              |*
015.726250|+41.345000| 290| 39    And|  6116|  863|         |01 02 54.3|+41 20 42| 5.98| 0.16|  A5m               |*
015.704583|+31.804444| 291| 69Sig Psc|  6118|     |         |01 02 49.1|+31 48 16| 5.50|-0.05|  B9.5V             |*
015.904167|+61.075000| 292|          |  6130|  868|         |01 03 37.0|+61 04 30| 5.92| 0.49|  F0II              |
015.610000|-31.551944| 293|   Sig Scl|  6178|     |         |01 02 26.4|-31 33 07| 5.50| 0.08|  A2V               |
015.735833| +7.890000| 294| 71Eps Psc|  6186|     |         |01 02 56.6|+07 53 24| 4.28| 0.96|  K0III             |*
015.507500|-57.002500| 295|   Ome Phe|  6192|     |         |01 02 01.8|-57 00 09| 6.11| 0.94|  G8III             |
015.760833| -4.836667| 296| 25    Cet|  6203|     |         |01 03 02.6|-04 50 12| 5.43| 1.11|  K0III-IV          |
016.081667|+61.580278| 297|          |  6210|     |         |01 04 19.6|+61 34 49| 5.84| 0.54|  F6V               |
016.010000|+52.502222| 298|          |  6211|     |         |01 04 02.4|+52 30 08| 5.99| 1.47|  K2                |
015.705000|-46.397500| 299|          |  6245|     |         |01 02 49.2|-46 23 51| 5.36| 0.90|  G8III             |
015.823333|-29.525833| 300|          |  6269|     |         |01 03 17.6|-29 31 33| 6.29| 0.93|  G5IV              |
015.954167| +1.366667| 301| 26    Cet|  6288|  875|         |01 03 49.0|+01 22 00| 6.04| 0.27|  F1V               |*
016.195000|+51.010000| 302|          |  6300|     |         |01 04 46.8|+51 00 36| 6.54|-0.08|  B3V               |*
016.115000|+29.658611| 303|          |  6301|     |         |01 04 27.6|+29 39 31| 6.19| 0.43|  F7IV-V            |
015.678750|-65.456111| 304|          |  6311|     |CC Tuc   |01 02 42.9|-65 27 22| 6.21| 1.64|  M2III             |*
016.151667|+39.991111| 305|          |  6314|     |         |01 04 36.4|+39 59 28| 6.72| 0.31|  F0Vn              |
019.056250|+87.145278| 306|          |  6319|     |         |01 16 13.5|+87 08 43| 6.25| 1.12| gK2                |
016.219167| +5.656389| 307| 73    Psc|  6386|     |         |01 04 52.6|+05 39 23| 6.00| 1.51| gK5                |
016.272500|+14.946111| 308| 72    Psc|  6397|  889|         |01 05 05.4|+14 56 46| 5.68| 0.41|  F4II-III          |*
016.595000|+62.761667| 309|          |  6416|     |         |01 06 22.8|+62 45 42| 6.54| 0.19|  A5Vn              |*
016.420417|+21.473333| 310| 74Psi1Psc|  6456|  899|  397    |01 05 40.9|+21 28 24| 5.34|-0.03|  A1Vn              |*
016.423750|+21.465278| 311| 74Psi1Psc|  6457|  899|         |01 05 41.7|+21 27 55| 5.56|-0.07|  A0Vn              |*
017.301250|+80.011667| 312|          |  6473|     |         |01 09 12.3|+80 00 42| 6.29|     |sgG6                |
016.455000| +4.908333| 313| 77    Psc|  6479|  903|         |01 05 49.2|+04 54 30| 6.35| 0.38|  F3V               |*
016.464167| +4.909444| 314| 77    Psc|  6480|  903|         |01 05 51.4|+04 54 34| 7.25| 0.49|  F6V               |*
016.403333| -9.979167| 315| 27    Cet|  6482|     |         |01 05 36.8|-09 58 45| 6.12| 1.01|  K0III             |*
016.750833|+56.935000| 316|          |  6497|     |         |01 07 00.2|+56 56 06| 6.43| 1.18|  K2III             |*
016.521250| -9.839444| 317| 28    Cet|  6530|     |         |01 06 05.1|-09 50 22| 5.58| 0.01|  A1V               |*
016.789583|+53.498333| 318|          |  6540|  915|         |01 07 09.5|+53 29 54| 6.38|     |  K2III             |*
016.640000|+12.956111| 319| 75    Psc|  6557|     |         |01 06 33.6|+12 57 22| 6.12| 0.96|  G8III             |
016.532083|-23.992500| 320|          |  6559|     |         |01 06 07.7|-23 59 33| 6.14| 1.09|  G8-K0III          |
017.068333|+54.920278| 321| 30Mu  Cas|  6582|     |  405    |01 08 16.4|+54 55 13| 5.17| 0.69|  G5Vb              |*
016.520833|-46.718611| 322|   Bet Phe|  6595|     |  400    |01 06 05.0|-46 43 07| 3.31| 0.89|  G8III             |*
016.610417|-35.660833| 323|          |  6619|     |         |01 06 26.5|-35 39 39| 6.61| 0.14|  A1V               |*
017.003750|+43.941944| 324| 41    And|  6658|     |         |01 08 00.9|+43 56 31| 5.03| 0.11|  A3m               |*
016.804583|-23.996389| 325|          |  6668|     |         |01 07 13.1|-23 59 47| 6.37| 0.23|  A7V               |
017.138750|+58.263611| 326|          |  6676|     |         |01 08 33.3|+58 15 49| 5.79|-0.01|  B8V               |
017.005417|+32.012222| 327| 78    Psc|  6680|     |         |01 08 01.3|+32 00 44| 6.25| 0.40|  F5IV              |*
016.988333|+20.739167| 328| 79Psi2Psc|  6695|     |         |01 07 57.2|+20 44 21| 5.55| 0.13|  A3V               |
016.942500| -9.785556| 329| 30    Cet|  6706|     |         |01 07 46.2|-09 47 08| 5.82| 0.43|  F7IV              |
017.092500| +5.649722| 330| 80    Psc|  6763|     |  410    |01 08 22.2|+05 38 59| 5.52| 0.34|  F0III-IV          |*
016.949583|-41.486944| 331|   Ups Phe|  6767|     |         |01 07 47.9|-41 29 13| 5.21| 0.16|  A3IV              |*
016.827917|-61.775278| 332|   Iot Tuc|  6793|     |         |01 07 18.7|-61 46 31| 5.37| 0.88|  G5III             |
018.069583|+79.673889| 333|          |  6798|     |         |01 12 16.7|+79 40 26| 5.64| 0.01|  A3V               |
017.147500|-10.182222| 334| 31Eta Cet|  6805|     |         |01 08 35.4|-10 10 56| 3.45| 1.16|  K1.5IIICN1Fe0.5   |*
017.375833|+47.241944| 335| 42Phi And|  6811|  940|Var?     |01 09 30.2|+47 14 31| 4.25|-0.07|  B7Ve              |*
017.663750|+68.778611| 336| 31    Cas|  6829|     |         |01 10 39.3|+68 46 43| 5.29|-0.02|  A0Vnn             |*
017.432917|+35.620556| 337| 43Bet And|  6860|  949|  414    |01 09 43.9|+35 37 14| 2.06| 1.58|  M0+IIIa           |*
017.096250|-55.245833| 338|   Zet Phe|  6882|     |Zet Phe  |01 08 23.1|-55 14 45| 3.92|-0.08|  B6V+B9V           |*
017.455000|+19.658611| 339| 81Psi3Psc|  6903|     |Var?     |01 09 49.2|+19 39 31| 5.55| 0.69|  G0III             |
017.578333|+42.081389| 340| 44    And|  6920|     |         |01 10 18.8|+42 04 53| 5.65| 0.60|  F8V               |
017.580833|+25.457778| 341|          |  6953|     |         |01 10 19.4|+25 27 28| 5.80| 1.47|  K7III             |
017.856667|+64.202778| 342|          |  6960|     |  424    |01 11 25.6|+64 12 10| 5.55|-0.07|  B9.5V             |*
017.775833|+55.149722| 343| 33The Cas|  6961|     |  423    |01 11 06.2|+55 08 59| 4.33| 0.17|  A7V               |*
017.547917|+15.674167| 344|          |  6966|     |         |01 10 11.5|+15 40 27| 6.06| 1.49|  M0III             |
017.922500|+65.018889| 345| 32    Cas|  6972|     |RU Cas   |01 11 41.4|+65 01 08| 5.57|-0.09|  B9IV              |*
017.550000| -8.906111| 346| 32    Cet|  6976|     |         |01 10 12.0|-08 54 22| 6.40| 1.04|  K0III             |
017.640000| +2.445556| 347| 33    Cet|  7014|     |  422    |01 10 33.6|+02 26 44| 5.95| 1.51|  K4III             |*
017.792917|+37.724167| 348| 45    And|  7019|     |         |01 11 10.3|+37 43 27| 5.81|-0.10|  B7III-IV          |*
017.778333|+31.424722| 349| 82    Psc|  7034|     |         |01 11 06.8|+31 25 29| 5.16| 0.23|  F0V               |
017.530833|-57.694444| 350|          |  7082|     |         |01 10 07.4|-57 41 40| 6.41| 0.89|  G6II-III          |
017.863333|+21.034722| 351| 84Chi Psc|  7087|     |         |01 11 27.2|+21 02 05| 4.66| 1.03|  G8.5III-IIIa      |
017.915000|+30.089722| 352| 83Tau Psc|  7106|     |         |01 11 39.6|+30 05 23| 4.51| 1.09|  K0.5IIIb          |
017.931250| -2.251111| 353| 34    Cet|  7147|     |         |01 11 43.5|-02 15 04| 5.94| 1.40|  K4III             |*
018.291250|+61.705833| 354|          |  7157|  987|         |01 13 09.9|+61 42 21| 6.41| 0.01|  B9V               |
018.141667|+45.337778| 355|          |  7158|     |         |01 12 34.0|+45 20 16| 6.11| 1.64|  M1III             |
018.247917|+30.064167| 356|          |  7229|  990|         |01 12 59.5|+30 03 51| 6.19| 1.00|  G9III+G1V         |*
019.127917|+79.910000| 357|          |  7238|     |         |01 16 30.7|+79 54 36| 6.26| 0.42|  F5V s             |
018.097500|-30.802222| 358|          |  7259|     |         |01 12 23.4|-30 48 08| 6.52| 0.48|  F7IV              |
018.189167|-37.856389| 359|          |  7312|     |AI Scl   |01 12 45.4|-37 51 23| 5.92| 0.28|  F0III             |*
018.437083|+24.583611| 360| 85Phi Psc|  7318|  995|         |01 13 44.9|+24 35 01| 4.65| 1.04|  K0III             |*
018.432917| +7.575278| 361| 86Zet Psc|  7344|  996|         |01 13 43.9|+07 34 31| 5.24| 0.32|  A7IV              |*
018.438750| +7.578333| 362| 86Zet Psc|  7345|  996|  442    |01 13 45.3|+07 34 42| 6.30| 0.49|  F7V               |*
018.520833|+28.529722| 363|          |  7351|     |  444    |01 14 05.0|+28 31 47| 6.43| 1.70|  S3+/2-            |*
018.531667|+16.133611| 364| 87    Psc|  7374|     |  445    |01 14 07.6|+16 08 01| 5.98|-0.08|  B8III             |*
019.050417|+71.743889| 365|          |  7389|     |         |01 16 12.1|+71 44 38| 7.83| 0.78|  K1V               |*
018.600000| -7.923056| 366| 37    Cet|  7439| 1003|  446    |01 14 24.0|-07 55 23| 5.13| 0.46|  F5V               |*
018.676667| +6.995278| 367| 88    Psc|  7446|     |         |01 14 42.4|+06 59 43| 6.03| 1.08| gG6                |
018.705000| -0.973889| 368| 38    Cet|  7476|     |         |01 14 49.2|-00 58 26| 5.70| 0.42|  F5V               |*
019.102083|+48.082222| 369|          |  7546|     |         |01 16 24.5|+48 04 56| 6.61|-0.05|  B9IIIpSi          |
018.796250|-45.531389| 370|   Nu  Phe|  7570|     |         |01 15 11.1|-45 31 53| 4.96| 0.58|  F8V               |*
019.078333|+33.114722| 371|          |  7578|     |         |01 16 18.8|+33 06 53| 6.02| 1.15|  K1III             |*
019.271250|+44.901944| 372|          |  7647|     |         |01 17 05.1|+44 54 07| 6.34|     |  K5                |
019.151250| -2.500278| 373| 39    Cet|  7672|     |AY Cet   |01 16 36.3|-02 30 01| 5.41| 0.90|  G5IIIe+dA         |*
019.350417|+31.744722| 374|          |  7724|     |         |01 17 24.1|+31 44 41| 6.73|     |  K0                |
020.081250|+77.570556| 375|          |  7732|     |         |01 20 19.5|+77 34 14| 6.31| 0.92|  G5III             |
019.542500|+47.419722| 376|          |  7758|     |         |01 18 10.2|+47 25 11| 6.25| 1.35|  K0                |
018.942083|-68.876111| 377|   Kap Tuc|  7788|     |  454    |01 15 46.1|-68 52 34| 4.86| 0.47|  F6IV              |*
019.450000| +3.614444| 378| 89    Psc|  7804|     |         |01 17 48.0|+03 36 52| 5.16| 0.07|  A3V               |*
019.695833|+37.386111| 379|          |  7853| 1055|         |01 18 47.0|+37 23 10| 6.46| 0.23|  A5m               |
019.265000|-66.398056| 380|          |  7916|     |         |01 17 03.6|-66 23 53| 6.24| 0.05|  A0V               |
020.496250|+76.238889| 381|          |  7925|     |         |01 21 59.1|+76 14 20| 6.38| 0.28|  F0IVn             |
020.020417|+58.231667| 382| 34Phi Cas|  7927| 1073|         |01 20 04.9|+58 13 54| 4.98| 0.68|  F0Ia              |*
019.866667|+27.264167| 383| 90Ups Psc|  7964|     |         |01 19 28.0|+27 15 51| 4.76| 0.03|  A3V               |
020.271667|+64.658333| 384| 35    Cas|  8003| 1088|  474    |01 21 05.2|+64 39 30| 6.34| 0.09|  A2Vnn             |
